"STATION","NAME","DATE","DSND","DX32","DX70","DX90","PRCP","TAVG","TMAX","TMIN"
"NOE00110164","GEILO, NO","2017","      173",,,,"942.5",,,
"NOE00133842","KJERRINGOY OS, NO","2017",,,,,"1217.1",,,
"NOE00110725","SLATTEROY FYR, NO","2017",,"         0","         2","         0",,"8.9","10.7","7.0"
"NOE00133602","HILDRE, NO","2017",,,,,"1894.5",,,
"NOE00133726","ORSTA VOLDA LUFTHAVN, NO","2017",,,,,,,,
"IC000004013","STYKKISHOLMUR, IC","2017",,"        19","         0","         0",,,"7.8",
"NOE00110608","SVILAND, NO","2017","       20",,,,"2760.1",,,
"NOE00156715","ILSENG, NO","2017",,"        76","        27","         0",,"4.7","8.9","0.6"
"NOE00133170","PORSA II, NO","2017",,,,,"835.1",,,
"NOE00109768","TAKLE, NO","2017",,"         1","         7","         0","3097.1","8.0","10.6","5.3"
"NOE00110173","GRIMELI I KRODSHERAD, NO","2017","      115",,,,"964.6",,,
"NOE00134262","OSLO VESTLI, NO","2017",,,,,"787.1",,,
"NOE00134142","OLSTAPPEN, NO","2017",,,,,"710.5",,,
"NOE00134382","OLTEDAL, NO","2017","        9",,,,"2975.8",,,
"NOE00109640","LISTA FYR, NO","2017","        3","         3","         4","         0","1462.9","8.8","11.1","6.6"
"NOE00111147","TUNNSJO, NO","2017","      188",,,,"946.6",,,
"NOE00133398","VEA, NO","2017","      128",,,,"661.2",,,
"NOE00110851","SOGNDAL SELSENG, NO","2017","      171",,,,"1835.9",,,
"NOE00111264","BONES I BARDU, NO","2017","      224",,,,"962.7",,,
"NOE00133710","SMOLA MOLDSTAD, NO","2017",,,,,"1507.2",,,
"NOE00133278","ATNDALEN RONNINGEN, NO","2017",,,,,"590.8",,,
"NOE00109885","ASKER, NO","2017",,"        53","        35","         0","1092.8","6.6","10.3","3.0"
"NOE00110056","ESPEDALEN, NO","2017","      193",,,,"833.5",,,
"NOE00134802","MOSSTRAND II, NO","2017",,"        84","         3","         0","924.9","2.1","5.6","-1.4"
"NOE00110617","EKSINGEDAL, NO","2017","      176",,,,"2953.6",,,
"NOE00133954","SVOLVAER LUFTHAVN, NO","2017",,"        18","         6","         0",,"5.8","8.1","3.5"
"NOE00134922","SORKJOSEN LUFTHAVN, NO","2017","      202","        73","         6","         0","693.3","3.2","6.4","-0.1"
"NOE00109759","TVEITSUND, NO","2017",,"        36","        25","         0","1112.2","6.5","10.7","2.4"
"NOE00110182","GULSVIK II, NO","2017",,"        64","        59","         0","812.9","6.0","10.4","1.5"
"NOE00134490","NORDFJORDEID NYMARK, NO","2017","       44",,,,"2230.9",,,
"NOE00109514","GARDERMOEN SOR, NO","2017",,,,,"927.1",,,
"NOE00133162","BERLEVAG LUFTHAVN, NO","2017",,"        65","         6","         0",,"2.7","5.4","0.0"
"NOE00134130","HOVDGRENDA, NO","2017","      186",,,,"702.5",,,
"NOE00134250","HEDAL I VALDRES II, NO","2017","      151",,,,"873.0",,,
"NOE00133386","AKRESTROMMEN, NO","2017","      127",,,,"605.7",,,
"NOE00133266","ELLEFSPLASS, NO","2017","      192",,,,"626.4",,,
"NOE00111237","SUSENDAL, NO","2017","      209",,,,"922.4",,,
"NOE00109831","ORJE, NO","2017","       20",,,,"806.5",,,
"NOE00110020","BEITO, NO","2017","      110",,,,"904.3",,,
"NOE00134358","KARMOY HYDRO, NO","2017",,,,,"2256.3",,,
"NOE00110384","TUDDAL, NO","2017","      148",,,,"926.6",,,
"NOE00111354","MAKKAUR FYR, NO","2017",,"        62","         7","         0",,"2.7","5.1","0.4"
"NOE00134598","SVELGEN II, NO","2017",,"         1","        22","         0","3019.8","8.8","11.8","5.8"
"NOE00105476","HOPEN, NO","2017",,"       171","         0","         0","289.9","-2.2","-0.5","-3.9"
"NOE00111111","NORDOYAN FYR, NO","2017",,,,,,,,
"NOE00133026","DOVLAND, NO","2017","       90",,,,"1746.5",,,
"NOE00134478","GJENGEDAL, NO","2017","      104",,,,"2860.9",,,
"NOE00110824","MARISTOVA, NO","2017","      183",,,,"959.2",,,
"NOE00134118","VENABU, NO","2017",,"       131","         2","         0","867.8","0.5","4.6","-3.6"
"NOE00134910","GRUNNFJORD STAKKEN, NO","2017","      162",,,,"817.5",,,
"NOE00133822","EVENES LUFTHAVN, NO","2017",,"        53","        14","         0",,"3.9","7.5","0.3"
"NOE00109394","BARDUFOSS, NO","2017",,"        95","        18","         0",,"1.2","6.0","-3.7"
"NOE00110941","ORSKOG, NO","2017",,"         6","        20","         0","1831.7","7.9","11.5","4.3"
"NOE00110029","BIRI, NO","2017","      165",,,,"907.1",,,
"NOE00100575","HALDEN, NO","2017",,,,,"786.7",,,
"NOE00110707","ROLDAL, NO","2017","      176",,,,"2217.5",,,
"NOE00100574","BULKEN, NO","2017",,"        34","        15","         0","2275.4","6.0","9.3","2.7"
"NOE00105467","BODOE VI, NO","2017",,"        30","        11","         0","1209.4","5.9","8.2","3.6"
"NOE00109822","RADE TOMB, NO","2017",,"        18","        38","         0",,"7.2","11.4","3.1"
"NOE00110393","GJERSTAD I AUST AGDER, NO","2017","       98",,,,"1562.7",,,
"NOE00109948","ATNSJOEN, NO","2017","      163",,,,"663.3",,,
"NOE00133150","MEHAMN LUFTHAVN, NO","2017",,"        63","         5","         0",,"2.5","5.4","-0.3"
"NOE00111004","BESSAKER, NO","2017","       21",,,,"1537.4",,,
"NOE00133254","HEGGERISET NORDSTRAND, NO","2017","      175",,,,"722.7",,,
"NOE00134586","VEITASTROND, NO","2017","      184",,,,"1905.0",,,
"NOE00133494","MAURANGER KRAFTSTASJON, NO","2017",,,,,"3016.7",,,
"NOE00110038","ABJORSBRATEN, NO","2017","      172","        77","         4","         0","695.4","2.8","6.8","-1.1"
"NOE00134226","FILEFJELL KYRKJESTOLANE, NO","2017",,"        98","         1","         0","749.2","0.3","4.6","-4.0"
"NOE00111120","OSTAS I HEGRA, NO","2017","      130",,,,"1377.8",,,
"NOE00133138","HONNINGSVAG LUFTHAVN, NO","2017",,"        47","         1","         0",,"3.4","5.4","1.3"
"NOE00134106","SORE BREKKOM, NO","2017","      188",,,,"593.0",,,
"NOE00133014","LANDVIK, NO","2017",,"        11","        33","         0","1661.4","8.3","12.3","4.3"
"NOE00110276","FOLDSAE, NO","2017","      140",,,,"1064.3",,,
"NOE00100570","MESTAD I ODDERNES, NO","2017","       63",,,,"2121.8",,,
"NOE00110716","ROSENDAL, NO","2017","        4",,,,"2627.2",,,
"NOE00132966","RISOR BRANNSTASJON, NO","2017",,,,,"1301.3",,,
"NOE00110959","SUNNDALSORA III, NO","2017","       26",,,,,,,
"DA000030370","KOEBENHAVN BOTANISK HAVE, DA","2017",,,,,"839.1",,,
"NOE00110833","MYKLEBUST I BREIM, NO","2017","       90",,,,"1890.2",,,
"NOE00156803","NOTODDEN FLYPLASS, NO","2017",,"        56","        57","         0",,"6.1","10.9","1.3"
"NOE00109813","IGSI I HOBOL, NO","2017","       52",,,,"937.9",,,
"NOE00134350","HAUGESUND LUFTHAVN, NO","2017",,"         2","         6","         0",,"8.7","11.3","6.1"
"NOE00109939","TRYVASSHOGDA, NO","2017",,"        65","         8","         0",,"5.1","8.1","2.1"
"NOE00133122","HAMMERFEST LUFTHAVN, NO","2017",,"        73","         5","         0","1074.9","2.8","5.4","0.2"
"NOE00134574","OVRE ARDAL, NO","2017",,,,,"762.5",,,
"NOE00105492","UTSIRA FYR, NO","2017","        0","         2","         1","         0","1757.7","8.8","10.4","7.2"
"NOE00110366","RAULAND, NO","2017","      132",,,,"1085.7",,,
"NOE00133002","NELAUG, NO","2017","       57","        27","        42","         0","1584.0","7.5","11.7","3.4"
"NOE00134454","FURENESET, NO","2017",,"         7","        13","         0","2607.9","8.1","11.2","5.1"
"NOE00111336","KAUTOKEINO, NO","2017","      220","       141","        12","         0","471.4","-1.3","3.5","-6.2"
"NOE00133362","VALDALEN, NO","2017","      206",,,,"907.5",,,
"NOE00133242","LINNES, NO","2017",,,,,"883.9",,,
"NOE00134694","ANGARDSVATNET, NO","2017","      203",,,,"932.0",,,
"NOE00110240","HEDRUM, NO","2017","       55",,,,"1252.6",,,
"NOE00134334","KARMOY BREKKEVANN, NO","2017",,,,,"2312.3",,,
"NOE00105498","KARASJOK MARKANNJARGA, NO","2017","      199","       135","        16","         0","550.4","-1.8","3.1","-6.6"
"NOE00111210","OKSNINGOY, NO","2017","       74",,,,"1916.8",,,
"NOE00134214","LOKEN I VOLBU, NO","2017",,"        67","        10","         0","641.2","3.5","7.9","-0.9"
"NOE00110923","NORDDAL, NO","2017","       49",,,,"1261.0",,,
"NO000080700","GLOMFJORD, NO","2017",,"        23","        11","         0",,"6.0","8.6","3.4"
"NOE00132954","EIKELAND, NO","2017","       66",,,,"1508.5",,,
"NOE00133926","VALLJORD, NO","2017","      104",,,,"1540.4",,,
"NOE00110128","VANG I VALDRES, NO","2017","       95",,,,"604.6",,,
"NOE00110249","LARVIK, NO","2017",,,,,"1150.3",,,
"NOE00133806","BJORKASEN, NO","2017","      173",,,,"1229.0",,,
"NOE00111219","STEIGEN, NO","2017","      119",,,,"1441.8",,,
"SV000020107","BARENCBURG, SV","2017",,"       186","         0","         0","563.0","-2.4","-0.5","-4.4"
"NOE00110806","HOVLANDSDAL, NO","2017","       27",,,,"3714.8",,,
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","2017",,,,,,,,"6.8"
"NOE00109604","ORLAND, NO","2017","       27","        14","        16","         0","1123.5","7.3","10.0","4.5"
"NOE00109966","DREVSJO, NO","2017","      185","        95","         4","         0","594.8","0.9","5.7","-4.0"
"DA000021430","GRONBAEK ALLINGSKOVGARD, DA","2017",,,,,"843.8",,,
"NOE00109849","SARPSBORG, NO","2017",,"        35","        30","         0","840.1","7.6","10.9","4.2"
"NOE00134442","BORGUND LO, NO","2017",,,,,"774.5",,,
"NOE00111102","NAMSSKOGAN, NO","2017",,"        60","        23","         0","1423.0","3.9","7.8","0.0"
"NOE00134322","IMS, NO","2017","        8",,,,"2559.5",,,
"NOE00133230","SKOGFOSS, NO","2017","      214",,,,"529.2",,,
"NOE00110258","SANDEFJORD, NO","2017",,,,,"1228.7",,,
"NOE00133110","ALTA LUFTHAVN, NO","2017",,"        95","         6","         0","377.9","2.1","5.4","-1.1"
"NOE00134562","OLJUSJO PUMPEKRAFTVERK, NO","2017",,,,,"678.0",,,
"NOE00110011","PLASSEN, NO","2017","      177",,,,"791.0",,,
"NOE00110375","RJUKAN, NO","2017","       77",,,,"870.1",,,
"NOE00132942","OVREVOLL, NO","2017",,,,,"1098.8",,,
"NOE00110815","LAVIK, NO","2017","       30",,,,"3003.1",,,
"NOE00111228","SULITJELMA, NO","2017","        0",,,,"1366.2",,,
"NOE00110932","OKSENDAL, NO","2017","       68",,,,"1544.7",,,
"NOE00109957","BLANKTJERNMOEN I KVIKNE, NO","2017","      200",,,,"550.5",,,
"NOE00133482","OPSTVEIT, NO","2017","        9",,,,"4051.4",,,
"NOE00110101","SKJAK, NO","2017","       76",,,,"388.4",,,
"NOE00110222","SOKNA II, NO","2017","      126",,,,"914.2",,,
"NOE00110464","RISNES I FJOTLAND, NO","2017","      132",,,,"2329.5",,,
"NOE00134310","HELLAND I GJESDAL, NO","2017","       24",,,,"3103.8",,,
"NOE00134430","FRESVIK, NO","2017","       43",,,,"1049.7",,,
"NOE00110581","SOYLAND I GJESDAL, NO","2017","       25",,,,"3423.4",,,
"NOE00112089","KJOBLI I SNAASA, NO","2017",,"        56","        22","         0","1189.9","4.2","7.9","0.5"
"NOE00110348","NOTODDEN, NO","2017","       66",,,,"773.7",,,
"NOE00111318","TORSVAG FYR, NO","2017",,"        16","         0","         0",,"4.9","6.8","3.1"
"NOE00133902","MO I RANA III, NO","2017","      113",,,,"1481.6",,,
"NOM00001233","DOMBAAS, NO","2017",,,,,"380.7",,,
"NOM00001238","FOKSTUA, NO","2017","      195",,,,,,,
"NOE00110590","STAVANGER VALAND, NO","2017",,"         4","        12","         0","1909.9","8.8","11.5","6.1"
"NOE00109903","BJORNHOLT, NO","2017",,"        70","        22","         0","1392.3","4.9","9.1","0.7"
"NOE00133210","VADSO LUFTHAVN, NO","2017",,"       108","         7","         0",,"1.7","4.5","-1.1"
"NOE00111201","LUROY, NO","2017","       82",,,,"3404.9",,,
"NOE00110357","POSTMYR I DRANGEDAL, NO","2017","      146",,,,"1343.7",,,
"NOE00110599","SULDALSVATN, NO","2017","      110",,,,"2467.2",,,
"NOE00133578","GRONNING, NO","2017","      169",,,,"1761.9",,,
"NOE00110110","SKJAK II, NO","2017","       67",,,,"286.0",,,
"NOE00110231","TUNHOVD, NO","2017","      152",,,,"651.4",,,
"NOE00110473","ASERAL, NO","2017",,"        27","        17","         0","2137.4","6.4","10.3","2.6"
"NOE00110914","HUSTADVATN, NO","2017","       58",,,,"2587.4",,,
"NOE00111327","CUOVDDATMOHKKI, NO","2017","      218","       149","        10","         0","523.0","-2.1","2.9","-7.1"
"NOE00110119","OSTRE TOTEN APELSVOLL, NO","2017",,"        78","        25","         0","644.8","5.2","8.9","1.4"
"NOE00134790","BERGELIGREND, NO","2017",,,,,"799.8",,,
"NOE00134670","BREIVOLL, NO","2017","       74",,,,"1958.5",,,
"NOE00110321","KILEGREND, NO","2017","       80",,,,"1283.3",,,
"NOE00110563","MAUDAL, NO","2017",,,,,"3743.7",,,
"NOM00001492","OSLO BLINDERN, NO","2017",,"        36","        46","         0","941.0","7.2","10.8","3.7"
"NOE00109930","NORDSTRAND, NO","2017","       40",,,,"797.5",,,
"NOE00110680","HATLESTRAND, NO","2017","       10",,,,"3061.7",,,
"NOE00133566","FISKABYGD, NO","2017","       42","         4","         8","         0","2543.3","7.6","10.8","4.4"
"NOE00133446","EIKANGER MYR, NO","2017","       31",,,,"2986.1",,,
"NOE00134898","TROMSO LANGNES, NO","2017",,"        68","         3","         0","1141.4","3.4","6.0","0.8"
"NOE00134538","SANDANE, NO","2017","       29","        14","        13","         0","1496.7","7.7","10.6","4.8"
"NOE00134778","NY ALESUND, NO","2017","      173","       179","         0","         0","541.9","-2.9","-0.4","-5.4"
"NOE00134658","LOKSMYR, NO","2017",,,,,"1298.2",,,
"NOE00110204","HOLE, NO","2017","       31",,,,"623.9",,,
"NO000014030","UTSIRA FYR, NO","2017",,,,,"1741.3",,,
"IC000004097","DALATANGI, IC","2017",,,,,,,,
"NOE00156679","SKEDSMO HELLERUD, NO","2017",,"        57","        27","         0",,"6.0","9.9","2.1"
"NOE00109921","MARIDALSOSET, NO","2017",,,,,"1080.6",,,
"NOE00133690","KRISTIANSUND LUFTHAVN, NO","2017",,,,,,,,
"NOE00109804","BATEROD, NO","2017","        5",,,,"848.4",,,
"NOE00112071","VAERNES, NO","2017",,"        28","        22","         0","885.1","6.5","9.8","3.1"
"NOE00110213","AL III, NO","2017","      150",,,,"678.2",,,
"NOE00109485","SIHCCAJAVRI, NO","2017",,"       174","         6","         0","578.1","-2.1","2.1","-6.3"
"NOE00110698","OVSTEDAL, NO","2017","      173",,,,"3983.7",,,
"NOE00133434","HUSNES, NO","2017",,,,,"2827.1",,,
"NOE00133314","HAMAR STAVSBERG, NO","2017",,"        78","        21","         0","625.2","5.2","8.8","1.6"
"NOE00110572","OBRESTAD FYR, NO","2017",,"         4","         2","         0","1501.9","8.3","10.5","6.0"
"NOE00133554","JORDALEN NASEN, NO","2017","      194",,,,"2181.4",,,
"NOE00134526","SKEI I JOLSTER, NO","2017",,,,,"2328.7",,,
"NOE00110339","MOGEN, NO","2017","      199",,,,"925.1",,,
"ICM00004130","REYKJAVIK, IC","2017",,"        27","         1","         0",,"5.5","7.7","3.3"
"NOE00134094","SKLINNA FYR, NO","2017",,"         4","         2","         0",,"7.2","8.9","5.4"
"NOE00110420","TOVDAL, NO","2017","       75",,,,"1387.8",,,
"NOE00110662","FROYSET, NO","2017","       25",,,,"3411.4",,,
"NOE00133782","BARDAL, NO","2017","      124",,,,"1736.4",,,
"NOE00109795","BREKKE SLUSE, NO","2017","       19",,,,"860.9",,,
"NOE00109671","SAUDA, NO","2017","       62",,,,,,,
"NOE00133302","HAMAR II, NO","2017",,"        67","        40","         0","596.4","5.4","9.6","1.2"
"NOE00133666","MOLDE LUFTHAVN, NO","2017",,"        11","        21","         0",,"7.7","11.0","4.3"
"NOE00134634","LEINSTRAND, NO","2017",,,,,"1013.9",,,
"NOE00134994","TONSTAD NETTFED, NO","2017","       56",,,,"2375.2",,,
"NOE00133422","EIKEMO, NO","2017","       83",,,,"3784.5",,,
"NOE00134874","AMOTSDAL, NO","2017","      164",,,,"1198.3",,,
"NOE00110429","BAKKE, NO","2017","       21",,,,"2562.1",,,
"NOE00110303","GVARV NES, NO","2017",,"        44","        51","         0","872.2","6.9","11.1","2.7"
"NOE00110545","JOSSINGFJORD, NO","2017","        0",,,,"2667.3",,,
"NOE00110788","HAUKEDAL, NO","2017","      171",,,,"2708.5",,,
"NOE00134518","SOGNDAL LUFTHAVN, NO","2017",,"        45","         8","         0",,"4.6","7.6","1.6"
"NOE00111084","LIAFOSS, NO","2017","       93",,,,"2529.0",,,
"NOE00134082","OVERHALLA UNNSET, NO","2017","       80",,,,"1628.8",,,
"NOE00105503","NESBYEN TODOKK, NO","2017","      127","        79","        44","         0","520.9","4.6","9.4","-0.3"
"NOE00105505","SUOLOVUOPMI LULIT, NO","2017",,"       169","         8","         0","497.1","-2.6","2.0","-7.1"
"NOE00134982","KVAVIK, NO","2017","       17",,,,"2242.8",,,
"NOE00110312","HOIDALEN I SOLUM, NO","2017","      139",,,,"1157.8",,,
"NOE00110554","LYSEBOTN, NO","2017",,"         5","        14","         0","2958.4","8.7","11.4","6.0"
"NOE00133098","GOL STAKE, NO","2017","      126",,,,"571.2",,,
"NOE00110797","HORNINDAL, NO","2017","      163",,,,"2239.2",,,
"NOE00134502","ORTNEVIK, NO","2017","        5",,,,"1614.4",,,
"NOE00110671","GULLBRA, NO","2017","      184",,,,"2262.3",,,
"NOE00133894","SANDNESSJOEN LH STOKKA, NO","2017",,"        13","        15","         0",,"6.4","9.2","3.7"
"NOE00134862","MOSVATN HAUG, NO","2017","      188",,,,"1086.9",,,
"NOE00109786","HVALER, NO","2017",,,,,"842.8",,,
"NOE00133774","BRONNOYSUND LUFTHAVN, NO","2017",,"        15","        16","         0",,"6.6","9.2","4.0"
"NOE00134742","SULA, NO","2017",,"         2","         3","         0",,"7.9","9.8","6.1"
"DAE00100416","STORE JYNDEVAD, DA","2017",,,,,"1090.9",,,
"NOE00134070","UTGARD, NO","2017","       93",,,,"1171.3",,,
"NOE00156763","SORTLAND KLEIVA, NO","2017",,"        26","        13","         0","1505.7","5.1","8.1","2.1"
"NOE00110761","BREKKE I SOGN, NO","2017","       56",,,,"3985.8",,,
"NOE00134178","EINAVATN, NO","2017","      109",,,,"758.1",,,
"NOE00134970","LJOSLAND MONEN, NO","2017","      146",,,,"1945.5",,,
"NOE00134298","FLOTER, NO","2017","       41",,,,"1054.5",,,
"DAE00100980","TRANEBJERG OST 1, DA","2017",,"         6","        24","         0","631.8","9.3","11.9","6.6"
"NOE00134730","AFJORD MOMYR, NO","2017",,,,,"2757.6",,,
"NOE00134610","MJOEN, NO","2017","      158",,,,"567.2",,,
"NOE00110527","HOGNESTAD, NO","2017","        3",,,,"1719.0",,,
"NOE00110644","FET I EIDFJORD, NO","2017",,"        70","         3","         0",,"3.0","6.3","-0.3"
"NOE00111183","LEIRFJORD, NO","2017","      122",,,,"2231.3",,,
"NOE00156755","NARVIK FAGERNESFJELLET, NO","2017",,,,,,,,
"NOE00110092","REINLI, NO","2017","      166",,,,"832.8",,,
"NOE00134046","OTTEROY, NO","2017","       71",,,,"1704.1",,,
"NO000005350","NORD ODAL, NO","2017","      147","        65","        44","         0","800.8","5.6","9.9","1.3"
"NOE00109561","KONGSBERG BRANNSTASJON, NO","2017","      124","        55","        48","         0","824.0","6.1","10.6","1.7"
"NOE00110411","MYKLAND, NO","2017","       77",,,,"1338.0",,,
"NOE00110653","BERGEN FLESLAND, NO","2017",,"         3","         9","         0",,"8.0","10.7","5.3"
"NOE00134286","ASKIM II, NO","2017",,"        37","        25","         0","987.8","6.1","10.2","1.9"
"NOE00110896","EIDE PA NORDMORE, NO","2017",,,,,"2738.9",,,
"NOE00134166","SOGNEFJELLHYTTA, NO","2017",,"       172","         0","         0","1108.6","-1.9","0.9","-4.7"
"NOE00135018","MELSOM, NO","2017",,"        27","        36","         0","1279.6","7.6","11.3","3.9"
"NOE00110770","BRIKSDAL, NO","2017","       44",,,,"1634.8",,,
"NOE00133878","LEKNES LUFTHAVN, NO","2017",,"        17","        10","         0",,"5.3","8.3","2.3"
"NOE00133998","BURAN, NO","2017","       77",,,,"984.4",,,
"NOE00109680","SOLA, NO","2017",,"         6","         6","         0","1606.9","8.0","10.7","5.3"
"NOE00110536","HUNDSEID I VIKEDAL, NO","2017",,,,,"4237.8",,,
"NOE00133638","HAFSAS, NO","2017","      187",,,,"791.3",,,
"NOE00110779","HAFSLO, NO","2017","      103",,,,"1158.5",,,
"NOE00133518","OYSTESE BORGE, NO","2017","       84",,,,"2761.1",,,
"NOE00111192","LEKNES I LOFOTEN, NO","2017","       80",,,,"1372.5",,,
