"STATION","NAME","DATE","DSND","DX32","DX70","DX90","PRCP","TAVG","TMAX","TMIN"
"NOE00134322","IMS, NO","2019","        7",,,,"1727.7",,,
"NOE00133230","SKOGFOSS, NO","2019","      193",,,,"427.2",,,
"NOE00110258","SANDEFJORD, NO","2019",,,,,"1343.2",,,
"NOE00133110","ALTA LUFTHAVN, NO","2019",,"        97","        11","         0",,"2.0","5.3","-1.3"
"NOE00134562","OLJUSJO PUMPEKRAFTVERK, NO","2019",,,,,"659.1",,,
"NOE00110011","PLASSEN, NO","2019","      166",,,,"906.5",,,
"NOE00110375","RJUKAN, NO","2019","      132",,,,"963.2",,,
"FIE00143806","LUHANKA JUDINSALO, FI","2019",,"        54","        41","         0",,"5.7","8.8","2.6"
"FIE00141989","KEMIONSAARI VANO, FI","2019",,"        22","        27","         0",,"7.9","10.2","5.6"
"NOE00133482","OPSTVEIT, NO","2019",,,,,"3057.7",,,
"NOE00110101","SKJAK, NO","2019","      123",,,,"368.7",,,
"NOE00110222","SOKNA II, NO","2019","      161",,,,"1051.8",,,
"NOE00110464","RISNES I FJOTLAND, NO","2019","       94",,,,"1959.1",,,
"NOE00134310","HELLAND I GJESDAL, NO","2019","       23",,,,"2307.8",,,
"NOE00134430","FRESVIK, NO","2019","       44",,,,"967.1",,,
"NOE00110581","SOYLAND I GJESDAL, NO","2019","       26",,,,"2423.0",,,
"NOE00134554","SANDANE LUFTHAVN, NO","2019",,"        13","        36","         0",,"7.9","10.9","4.9"
"FIE00145562","KUHMO KALLIOJOKI, FI","2019",,"       109","        32","         0","675.9","2.0","6.2","-2.1"
"NOE00110348","NOTODDEN, NO","2019","      118",,,,"843.1",,,
"FIE00143381","KANKAANPAA NIINISALO PUOLUSTUS, FI","2019",,"        63","        49","         1","701.9","5.4","9.4","1.4"
"NOE00111318","TORSVAG FYR, NO","2019",,"        43","         3","         0",,"4.3","6.1","2.4"
"FIE00144102","SAVONLINNA LENTOASEMA, FI","2019",,"        67","        35","         0",,"4.4","8.4","0.5"
"FIE00146762","UTSJOKI KEVO KEVOJARVI, FI","2019",,"       144","         9","         0",,"-1.9","2.6","-6.5"
"FIE00143015","ASIKKALA PULKKILANHARJU, FI","2019",,"        53","        39","         0",,"5.9","9.1","2.7"
"FIE00143136","KOUVOLA VOIKOSKI, FI","2019",,,,,"635.4",,,
"FIE00145557","KUHMO RAISKIO, FI","2019",,,,,"652.4",,,
"FIE00145677","VAALA PELSO, FI","2019",,"        88","        30","         0","523.7","2.3","7.0","-2.5"
"NOE00110590","STAVANGER VALAND, NO","2019",,"         0","        24","         1","1427.7","9.2","12.1","6.4"
"NOE00133210","VADSO LUFTHAVN, NO","2019",,"       117","         5","         0",,"1.1","4.1","-1.8"
"NOE00111201","LUROY, NO","2019","       76",,,,"2703.3",,,
"NOE00110357","POSTMYR I DRANGEDAL, NO","2019","      171",,,,"1527.3",,,
"NOE00110599","SULDALSVATN, NO","2019","       67",,,,"1861.1",,,
"NOE00133578","GRONNING, NO","2019","      179",,,,"1500.9",,,
"NOE00110110","SKJAK II, NO","2019","       94",,,,"291.9",,,
"NOE00110231","TUNHOVD, NO","2019","      159",,,,"680.3",,,
"NOE00110473","ASERAL, NO","2019","       82","        18","        41","         0","1898.9","6.9","10.9","2.8"
"FIE00143270","LAPPEENRANTA KONNUNSUO, FI","2019",,"        61","        50","         0",,"4.5","9.3","-0.4"
"FIE00143391","KARVIA ALKKIA, FI","2019",,"        66","        44","         0","600.9","4.5","8.9","0.1"
"FIE00142060","NUMMI PUSULA LEPPAKORPI, FI","2019",,,,,"755.4",,,
"FIE00145452","VALTIMO KK, FI","2019",,"        85","        34","         0","532.8","3.1","7.2","-1.0"
"FIE00146783","INARI NELLIM, FI","2019",,"       142","        15","         0","413.2","-0.6","3.7","-4.8"
"NOE00111327","CUOVDDATMOHKKI, NO","2019","      196","       158","        12","         0","478.0","-2.4","2.4","-7.1"
"FIE00144482","AHTARI MYLLYMAKI, FI","2019",,"        69","        39","         0","615.6","4.4","8.4","0.4"
"NOE00110119","OSTRE TOTEN APELSVOLL, NO","2019",,"        66","        43","         0","810.1","5.6","9.4","1.7"
"FIE00144597","VIITASAARI KOLIMA KARNA, FI","2019",,,,,"673.4",,,
"FIE00146413","SALLA NARUSKA, FI","2019",,"       136","        18","         0","728.7","-0.9","4.3","-6.0"
"FIE00145322","KIURUVESI KORPIJOKI, FI","2019",,,,,"595.1",,,
"FIE00145442","KAJAANI PALTANIEMI, FI","2019",,,,,"597.4",,,
"FIE00145207","KALAJOKI METSAKYLA, FI","2019",,,,,"547.1",,,
"FIE00146538","SODANKYLA LOKKA, FI","2019",,"       149","        14","         0","502.5","-1.2","3.4","-5.8"
"FIE00145447","KAJAANI PETAISENNISKA, FI","2019",,"        92","        30","         0","525.1","3.1","6.7","-0.4"
"FIE00146418","ENONTEKIO KARESUVANTO, FI","2019",,,,,"572.0",,,
"NOE00134790","BERGELIGREND, NO","2019",,,,,"875.3",,,
"NOE00110563","MAUDAL, NO","2019",,,,,"2737.3",,,
"NOE00110680","HATLESTRAND, NO","2019","       19",,,,"2096.5",,,
"NOE00133446","EIKANGER MYR, NO","2019","       41",,,,"2326.0",,,
"NOE00134898","TROMSO LANGNES, NO","2019",,"        85","         4","         0","1163.7","2.9","5.6","0.2"
"FIE00142190","KIRKKONUMMI MAKILUOTO, FI","2019",,"        27","        24","         0",,"7.4","9.8","5.0"
"NOE00134538","SANDANE, NO","2019","       49",,,,"1241.5",,,
"FI000002401","JYVASKYLA LENTOASEMA, FI","2019",,"        72","        43","         1","666.3","4.2","8.5","-0.2"
"FIE00143281","RUOKOLAHTI KOTANIEMI SIITONEN, FI","2019",,,,,"615.7",,,
"NOE00134778","NY ALESUND, NO","2019",,"       193","         0","         0","313.2","-3.4","-1.0","-5.7"
"NOE00134658","LOKSMYR, NO","2019","      136",,,,"1243.4",,,
"FIE00145221","TOHOLAMPI LAITALA, FI","2019",,"        76","        38","         0",,"3.5","7.9","-0.9"
"FIE00144132","PUNKAHARJU LAUKANSAARI, FI","2019",,"        68","        37","         0","662.8","4.8","8.5","1.0"
"FIE00142075","SALO KIIKALA LENTOKENTTA, FI","2019",,"        50","        63","         0","680.0","5.9","10.1","1.7"
"FIE00143041","KOUVOLA UTTI LENTOPORTINTIE, FI","2019",,"        65","        61","         1",,"5.7","9.7","1.7"
"FIE00143035","HAMEENLINNA LAMMI EVO, FI","2019",,"        65","        49","         0",,"4.6","9.0","0.2"
"FIE00145577","HAILUOTO OJAKYLA, FI","2019",,,,,"537.8",,,
"FIE00146543","SODANKYLA VUOTSO, FI","2019",,"       149","        15","         0","610.0","-1.5","3.4","-6.3"
"FIE00143276","LAPPEENRANTA LEPOLA, FI","2019",,"        66","        44","         0","524.8","5.6","9.0","2.2"
"FIE00144002","MIKKELI PITKAHIEKKA, FI","2019",,,,,"566.7",,,
"FIE00146663","INARI ANGELI LINTUPUOLISELKA, FI","2019",,"       156","        15","         0","408.7","-0.6","2.9","-4.2"
"FIE00142069","RAASEPORI JUSSARO, FI","2019",,"        27","        20","         0",,"7.4","9.7","5.0"
"FIE00144126","RANTASALMI RUKKASLUOTO, FI","2019",,"        67","        29","         0",,"5.2","8.1","2.3"
"NOE00156679","SKEDSMO HELLERUD, NO","2019",,"        48","        44","         0",,"6.0","10.1","2.0"
"NOE00133690","KRISTIANSUND LUFTHAVN, NO","2019",,"         8","        28","         0",,"7.6","10.6","4.7"
"NOE00110213","AL III, NO","2019","      168",,,,"732.3",,,
"NOE00109485","SIHCCAJAVRI, NO","2019","      210","       166","        13","         0","534.6","-2.3","2.2","-6.8"
"NOE00110698","OVSTEDAL, NO","2019","      158",,,,"3000.5",,,
"NOE00133434","HUSNES, NO","2019","       10",,,,"2307.6",,,
"NOE00133314","HAMAR STAVSBERG, NO","2019",,"        62","        44","         0",,"5.7","9.4","2.0"
"NOE00110572","OBRESTAD FYR, NO","2019",,"         1","         8","         0","1301.7","8.0","10.4","5.6"
"NOE00133554","JORDALEN NASEN, NO","2019","      182",,,,"1874.3",,,
"FIE00142080","VANTAA HELSINKI VANTAAN LENTOA, FI","2019",,"        46","        65","         2","809.7","6.8","10.6","2.9"
"NOE00134526","SKEI I JOLSTER, NO","2019","       69",,,,"1839.9",,,
"FIE00145232","YLIVIESKA VAHAKANGAS, FI","2019",,,,,"604.7",,,
"FIE00146563","INARI SAARISELKA MATKAILUKESKU, FI","2019",,"       150","        12","         0","566.9","-1.3","2.8","-5.5"
"FIE00142085","INKOO BAGASKAR, FI","2019",,"        27","        28","         0",,"7.4","9.9","4.8"
"FIE00146798","INARI KIRAKKAJARVI, FI","2019",,"       146","        11","         0","402.7","-1.3","2.9","-5.5"
"FIE00145102","KRUUNUPYY LENTOASEMA, FI","2019",,"        65","        45","         1",,"4.1","8.5","-0.4"
"FIE00146318","PELKOSENNIEMI KIRKONKYLA, FI","2019",,,,,"592.6",,,
"FIE00145227","YLIVIESKA LENTOKENTTA, FI","2019",,"        80","        46","         0","555.0","3.1","8.1","-1.9"
"FIE00145347","SIIKALATVA KESTILA, FI","2019",,,,,"577.7",,,
"NOE00110420","TOVDAL, NO","2019","       97",,,,"1406.5",,,
"NOE00110662","FROYSET, NO","2019","       34",,,,"2524.5",,,
"NOE00133782","BARDAL, NO","2019","      111",,,,"1544.9",,,
"NOE00109795","BREKKE SLUSE, NO","2019","       32",,,,"1140.5",,,
"NOE00109671","SAUDA, NO","2019","       47","         4","        44","         2","2253.6","8.3","11.8","4.8"
"NOE00133302","HAMAR II, NO","2019",,"        59","        53","         1","677.3","5.7","10.0","1.4"
"NOE00133666","MOLDE LUFTHAVN, NO","2019",,"        17","        34","         0",,"7.5","11.1","3.9"
"NOE00134634","LEINSTRAND, NO","2019","       92",,,,"964.5",,,
"NOE00134994","TONSTAD NETTFED, NO","2019","       58",,,,"2012.0",,,
"NOE00133422","EIKEMO, NO","2019","       47",,,,"2731.9",,,
"NOE00134874","AMOTSDAL, NO","2019","      174",,,,"1133.0",,,
"NOE00110429","BAKKE, NO","2019","       31",,,,"2178.2",,,
"NOE00110303","GVARV NES, NO","2019",,"        38","        53","         0","1006.1","7.2","11.3","3.1"
"NOE00110545","JOSSINGFJORD, NO","2019","        0",,,,"2078.3",,,
"FIE00145242","HAAPAVESI MUSTIKKAMAKI, FI","2019",,"        83","        39","         0","555.8","3.4","7.6","-0.9"
"NOE00110788","HAUKEDAL, NO","2019",,,,,"2169.4",,,
"FIE00144272","MUSTASAARI RIIMALA, FI","2019",,,,,"584.8",,,
"NOE00134518","SOGNDAL LUFTHAVN, NO","2019",,"        51","        23","         0",,"5.1","8.4","1.8"
"FIE00146567","INARI SAARISELKA KAUNISPAA, FI","2019",,"       178","        11","         0",,"-0.9","1.9","-3.7"
"FIE00146688","INARI IVALO LENTOASEMA, FI","2019",,"       135","        16","         0",,"-0.2","3.8","-4.2"
"FIE00146202","KITTILA ALAKYLA, FI","2019",,,,,"565.6",,,
"FIE00143056","KOUVOLA ANJALA, FI","2019",,"        49","        61","         1","703.4","6.0","10.2","1.9"
"FIE00145112","KAUSTINEN TASTULA, FI","2019",,,,,"629.1",,,
"FIE00146207","ROVANIEMI LENTOASEMA, FI","2019",,,,,"578.8",,,
"NOE00110312","HOIDALEN I SOLUM, NO","2019","      159",,,,"1312.7",,,
"NOE00110554","LYSEBOTN, NO","2019",,"         2","        28","         1","1925.1","9.3","12.2","6.4"
"NOE00110797","HORNINDAL, NO","2019","      154",,,,"1914.7",,,
"NOE00134502","ORTNEVIK, NO","2019","       27",,,,"1346.9",,,
"NOE00133894","SANDNESSJOEN LH STOKKA, NO","2019",,"        37","        22","         0",,"6.2","9.2","3.2"
"NOE00133774","BRONNOYSUND LUFTHAVN, NO","2019",,"        25","        24","         0",,"6.8","9.6","4.0"
"NOE00134742","SULA, NO","2019",,"         2","         7","         0",,"7.5","9.4","5.6"
"FIE00146343","SAVUKOSKI KK, FI","2019",,"       137","        19","         0","629.3","-0.1","4.3","-4.5"
"FIE00144041","JUVA PARTALA, FI","2019",,"        71","        39","         0",,"4.6","8.4","0.7"
"FIE00146582","INARI RAJAJOOSEPPI, FI","2019",,"       150","        15","         0",,"0.0","3.3","-3.3"
"FIE00144157","ENONKOSKI SIMANALA, FI","2019",,,,,"687.8",,,
"FIE00146578","INARI RAJA JOOSEPPI AKUJARVI, FI","2019",,,,,"439.8",,,
"FIE00146698","UTSJOKI KEVO, FI","2019",,"       145","         9","         0","376.2","-1.5","2.8","-5.8"
"FIE00143066","HEINOLA ASEMANTAUS, FI","2019",,"        57","        59","         0","676.4","5.8","9.7","1.9"
"FIE00145487","RISTIJARVI MUSTAVAARA, FI","2019",,,,,"777.1",,,
"FIE00146333","KEMIJARVI LENTOKENTTA, FI","2019",,"       129","        21","         0","574.4","0.3","4.6","-4.1"
"FIE00145007","ILOMANTSI NAARVA, FI","2019",,,,,"833.5",,,
"FIE00146458","KITTILA PULJU, FI","2019",,,,,"538.9",,,
"NOE00110761","BREKKE I SOGN, NO","2019","       48",,,,"3156.5",,,
"NOE00134970","LJOSLAND MONEN, NO","2019","      166",,,,"1674.4",,,
"NOE00134730","AFJORD MOMYR, NO","2019","      125",,,,"2111.3",,,
"FI000002963","JOKIOINEN JOKIOISTEN OBSERVATO, FI","2019",,"        52","        58","         0","661.6","5.9","10.1","1.6"
"FIE00144292","KURIKKA PYORNI, FI","2019",,,,,"540.2",,,
"FIE00145382","VIEREMA KAARAKKALA, FI","2019",,"       107","        32","         0","632.0","3.3","6.8","-0.2"
"FIE00144172","RAAKKYLA KK, FI","2019",,,,,"662.6",,,
"FIE00146111","KUUSAMO RUKATUNTURI, FI","2019",,"       180","        12","         0",,"0.2","2.7","-2.3"
"FIE00146472","MUONIO SAMMALTUNTURI, FI","2019",,"       177","        10","         0",,"-0.5","2.4","-3.5"
"FIE00146467","MUONIO LAUKUKERO, FI","2019",,"       194","         9","         0",,"-1.7","0.8","-4.2"
"FIE00145377","KAJAANI LENTOASEMA 1, FI","2019",,"        88","        33","         0",,"2.8","7.0","-1.4"
"FIE00144167","SAVONLINNA SAVONRANTA, FI","2019",,,,,"755.0",,,
"FI000000304","HELSINKI KAISANIEMI AWS, FI","2019",,"        32","        54","         1","740.6","7.5","10.6","4.4"
"SWE00140894","PARKAJOKI, SW","2019",,,,,"561.0",,,
"NO000005350","NORD ODAL, NO","2019","      145","        60","        57","         1","921.4","5.7","10.1","1.3"
"NOE00109561","KONGSBERG BRANNSTASJON, NO","2019","      155","        49","        55","         0","1225.4","6.1","10.6","1.6"
"NOE00110411","MYKLAND, NO","2019",,,,,"1333.9",,,
"NOE00110653","BERGEN FLESLAND, NO","2019",,"         1","        15","         0","1981.7","8.2","11.1","5.4"
"NOE00110896","EIDE PA NORDMORE, NO","2019","       74",,,,"2277.5",,,
"NOE00133990","MO I RANA LUFTHAVN, NO","2019",,"        72","        37","         2",,"3.4","7.8","-0.9"
"FIE00141909","KUMLINGE KIRKONKYLA, FI","2019",,"        28","        34","         0",,"7.7","10.1","5.4"
"NOE00110770","BRIKSDAL, NO","2019","       61",,,,"1510.0",,,
"FIE00146482","KITTILA MATOROVA, FI","2019",,"       154","        16","         0",,"0.3","3.7","-3.1"
"NOE00133878","LEKNES LUFTHAVN, NO","2019",,"        43","        14","         0","1477.6","4.8","7.9","1.6"
"NOE00133998","BURAN, NO","2019","       95",,,,"924.4",,,
"NOE00109680","SOLA, NO","2019",,"         0","        16","         0","1186.8","9.1","12.0","6.1"
"FIE00146121","KUUSAMO OULANKA, FI","2019",,"       141","        20","         0",,"0.5","4.4","-3.4"
"NOE00110536","HUNDSEID I VIKEDAL, NO","2019","       46",,,,"3082.6",,,
"NOE00133638","HAFSAS, NO","2019","      202",,,,"778.6",,,
"FIE00146241","ROVANIEMI RAUTATIEASEMA, FI","2019",,"       102","        29","         0",,"2.0","6.0","-2.1"
"NOE00110779","HAFSLO, NO","2019","      130",,,,"1025.2",,,
"FIE00146598","SALLA VARRIOTUNTURI, FI","2019",,"       164","        13","         0","593.1","-0.2","3.0","-3.3"
"FIE00144057","VARKAUS KOSULANNIEMI, FI","2019",,"        71","        42","         0","636.9","5.0","8.6","1.4"
"FIE00146117","KUUSAMO TEERIRANTA, FI","2019",,,,,"731.2",,,
