"STATION","NAME","DATE","DSND","DX32","DX70","DX90","PRCP","TAVG","TMAX","TMIN"
"NOE00156803","NOTODDEN FLYPLASS, NO","2019",,"        46","        64","         1",,"6.4","11.1","1.7"
"FIE00144797","HEINAVESI PALOKKI, FI","2019",,,,,"705.5",,,
"NOE00109813","IGSI I HOBOL, NO","2019",,,,,"1123.2",,,
"FIE00146618","ENONTEKIO KILPISJARVI KYLAKESK, FI","2019",,,,,"519.7",,,
"NOE00109939","TRYVASSHOGDA, NO","2019",,"        75","        23","         0","1431.7","5.3","8.3","2.3"
"NOE00105492","UTSIRA FYR, NO","2019","        3","         0","         8","         0",,"8.9","10.5","7.2"
"NOE00105498","KARASJOK MARKANNJARGA, NO","2019","      190","       136","        12","         0","479.2","-2.1","2.8","-6.9"
"NOE00110923","NORDDAL, NO","2019","       51",,,,"1077.2",,,
"NO000080700","GLOMFJORD, NO","2019",,"        38","        20","         0",,"5.9","8.7","3.1"
"NOE00132954","EIKELAND, NO","2019","      101",,,,"1690.2",,,
"NOE00133926","VALLJORD, NO","2019","       95",,,,"1535.3",,,
"NOE00133806","BJORKASEN, NO","2019",,,,,"1465.9",,,
"SV000020107","BARENCBURG, SV","2019",,,,,"385.2",,,
"FIE00142385","LOVIISA ORRENGRUND, FI","2019",,"        35","        14","         0",,"7.1","9.2","4.9"
"FIE00143596","JUUPAJOKI HYYTIALA, FI","2019",,"        65","        49","         0","731.6","4.9","9.0","0.7"
"FIE00144322","SEINAJOKI PELMAA, FI","2019",,"        62","        46","         0","529.6","4.9","9.1","0.6"
"FIE00146622","ENONTEKIO KILPISJARVI SAANA, FI","2019",,"       216","         1","         0",,"-3.0","-0.7","-5.3"
"FIE00144202","TOHMAJARVI KEMIE, FI","2019",,"        74","        38","         0","675.4","3.8","8.2","-0.6"
"FIE00143231","LAPPEENRANTA LENTOASEMA, FI","2019",,"        66","        45","         0",,"5.4","9.0","1.7"
"FIE00145772","SUOMUSSALMI NALJANKA, FI","2019",,,,,"772.4",,,
"NOE00110806","HOVLANDSDAL, NO","2019","       46",,,,"2723.0",,,
"NOE00109604","ORLAND, NO","2019","       39","        25","        31","         1","1035.3","7.1","10.0","4.1"
"FIE00146508","KITTILA POKKA, FI","2019",,,,,"535.3",,,
"FIE00144207","JOENSUU HUHTILAMPI, FI","2019",,,,,"755.9",,,
"FIE00146748","INARI KIRKONKYLA, FI","2019",,,,,"547.2",,,
"NOE00109966","DREVSJO, NO","2019",,"       102","        20","         0","711.9","1.4","6.5","-3.6"
"NOE00109849","SARPSBORG, NO","2019",,"        30","        47","         0","1197.9","8.0","11.3","4.7"
"NOE00132942","OVREVOLL, NO","2019",,,,,"1072.9",,,
"NOE00110815","LAVIK, NO","2019","       34",,,,"2212.1",,,
"FIE00145672","OULUNSALO PELLONPAA, FI","2019",,"        85","        33","         1","548.1","3.0","7.3","-1.2"
"NOE00110932","OKSENDAL, NO","2019","       96",,,,"1185.5",,,
"FIE00146633","ENONTEKIO NAKKALA, FI","2019",,"       164","        16","         0","451.2","-1.9","2.6","-6.4"
"FIE00144697","PIELAVESI VENETMAKI, FI","2019",,,,,"730.8",,,
"FIE00146753","INARI KAAMANEN, FI","2019",,"       151","        13","         0","460.2","-0.9","3.2","-5.1"
"FIE00142035","SALO KARKKA, FI","2019",,"        37","        69","         1","692.4","6.6","11.0","2.1"
"FIE00146757","INARI SEITALAASSA, FI","2019",,"       141","         6","         0",,"-0.6","2.7","-3.9"
"FIE00144577","AANEKOSKI KALANIEMI, FI","2019",,,,,"606.5",,,
"FIE00145787","SUOMUSSALMI PESIO, FI","2019",,"       120","        25","         0","756.5","1.6","5.7","-2.5"
"NOE00109957","BLANKTJERNMOEN I KVIKNE, NO","2019","      187",,,,"452.2",,,
"NOE00112089","KJOBLI I SNAASA, NO","2019",,"        63","        33","         3","1015.9","4.3","8.6","0.1"
"NOE00132930","GJETTUM, NO","2019",,,,,"1271.0",,,
"NOM00001238","FOKSTUA, NO","2019","      213","       121","         8","         0","486.9","1.1","5.0","-2.8"
"FIE00141994","HANKO TULLINIEMI, FI","2019",,"        23","        21","         0",,"7.8","9.9","5.6"
"FIE00142846","NURMIJARVI GEOFYSIIKAN OBSERVA, FI","2019",,"        52","        61","         0","727.1","6.2","10.0","2.4"
"FIE00143812","MULTIA PIRTTIPERA, FI","2019",,,,,"837.3",,,
"NOE00109903","BJORNHOLT, NO","2019","      167","        60","        39","         0","1765.4","5.0","9.3","0.7"
"NOE00110914","HUSTADVATN, NO","2019",,,,,"2137.1",,,
"FIE00142611","POYTYA YLANE, FI","2019",,,,,"650.9",,,
"FIE00142736","TAMPERE HARMALA, FI","2019",,"        54","        57","         0","602.9","5.8","9.9","1.7"
"FIE00143822","JOUTSA LEIVONMAKI SAVENAHO, FI","2019",,"        74","        44","         0","682.6","4.5","8.4","0.6"
"FIE00142856","HATTULA LEPAA, FI","2019",,"        56","        72","         2","557.8","6.0","10.1","1.8"
"FIE00143707","SYSMA JOUTSJARVI, FI","2019",,,,,"660.0",,,
"FIE00144917","LIEKSA KOLI, FI","2019",,,,,"815.8",,,
"NOM00001492","OSLO BLINDERN, NO","2019","      104","        40","        57","         0","1043.1","7.5","11.1","3.9"
"NOE00109930","NORDSTRAND, NO","2019","       76",,,,"986.8",,,
"FIE00142741","SOMERO SALKOLA, FI","2019",,,,,"717.0",,,
"FIE00143952","MIKKELI LENTOASEMA, FI","2019",,"        67","        49","         0","599.9","4.6","9.0","0.3"
"NOE00109921","MARIDALSOSET, NO","2019","      106",,,,"1154.8",,,
"FIE00144802","OUTOKUMPU VIURUNIEMI, FI","2019",,,,,"703.4",,,
"FIE00142506","PORI RAUTATIEASEMA, FI","2019",,"        48","        53","         1","730.3","6.4","10.1","2.7"
"NOE00109804","BATEROD, NO","2019","       35",,,,"1166.5",,,
"NOE00112071","VAERNES, NO","2019",,"        36","        46","         5","779.4","6.5","10.4","2.7"
"FIE00142871","HAMEENLINNA LAMMI PAPPILA, FI","2019",,"        57","        55","         0","729.5","5.5","9.5","1.5"
"FIE00142631","KOKEMAKI TULKKILA, FI","2019",,"        56","        60","         1","574.1","6.1","10.3","1.9"
"FIE00142751","HYVINKAA HYVINKAANKYLA, FI","2019",,"        50","        64","         0","725.6","5.8","10.2","1.4"
"FIE00145907","TORNIO TORPPI, FI","2019",,,,,"684.2",,,
"NOE00111084","LIAFOSS, NO","2019","      107",,,,"2112.4",,,
"NOE00134082","OVERHALLA UNNSET, NO","2019","       95",,,,"1380.0",,,
"FIE00143737","LUHANKA TAMMIJARVI, FI","2019",,,,,"716.4",,,
"FIE00142526","KOKEMAKI PEIPOHJA HYRKOLA, FI","2019",,,,,"607.6",,,
"NOE00105503","NESBYEN TODOKK, NO","2019","      145","        70","        61","         0","534.6","4.9","9.9","-0.1"
"NOE00133098","GOL STAKE, NO","2019","      154",,,,"611.6",,,
"FIE00144712","MAANINKA HALOLA, FI","2019",,"        75","        39","         0","531.5","4.0","7.8","0.2"
"FIE00142776","VIHTI HIISKULA, FI","2019",,,,,"696.4",,,
"FIE00144951","LIPERI TUISKAVANLUOTO, FI","2019",,"        75","        24","         0",,"4.5","7.4","1.5"
"FIE00144957","JOENSUU LINNUNLAHTI, FI","2019",,"        78","        34","         0","722.7","4.1","7.7","0.6"
"NOE00134070","UTGARD, NO","2019","       97",,,,"999.5",,,
"FIE00145807","PUOLANKA KOTILA, FI","2019",,,,,"816.2",,,
"NOE00134178","EINAVATN, NO","2019","      168",,,,"988.2",,,
"FIE00145812","PUOLANKA PALJAKKA, FI","2019",,"       137","        23","         0","829.9","1.7","5.3","-1.8"
"FIE00144842","RAUTAVAARA ALA LUOSTA, FI","2019",,,,,"664.6",,,
"FIE00142305","PORVOO EMASALO, FI","2019",,"        34","        26","         1",,"7.0","9.6","4.5"
"NOE00111183","LEIRFJORD, NO","2019","      149",,,,"1855.3",,,
"FIE00143757","JYVASKYLA MUURATJARVI, FI","2019",,,,,"745.2",,,
"NOE00110092","REINLI, NO","2019","      161",,,,"851.1",,,
"NOE00134046","OTTEROY, NO","2019","       46",,,,"1451.0",,,
"NOE00134286","ASKIM II, NO","2019",,"        41","        45","         0","1137.1","6.3","10.5","2.0"
"FI000007501","SODANKYLA AWS, FI","2019",,,,,"527.4",,,
"NOE00134166","SOGNEFJELLHYTTA, NO","2019",,"       174","         1","         0","796.7","-1.5","1.5","-4.5"
"NOE00135018","MELSOM, NO","2019",,"        30","        46","         0","1347.9","7.6","11.3","3.9"
"FIE00145702","PUDASJARVI LENTOKENTTA, FI","2019",,"       103","        28","         0","552.2","1.9","6.3","-2.4"
"FIE00142436","UUSIKAUPUNKI NERVANDERINPUISTO, FI","2019",,,,,"686.6",,,
"NOE00134154","LESJA SVANBORG, NO","2019","      161",,,,"451.2",,,
"NOE00110065","LUNNER, NO","2019","      157",,,,"1000.1",,,
"NOE00111156","ALSVAG I VERSTERALEN II, NO","2019","      138",,,,"1239.0",,,
"NOE00134038","NAMSOS LUFTHAVN, NO","2019",,"        49","        36","         2",,"5.9","9.3","2.5"
"FIE00146372","PELKOSENNIEMI PYHATUNTURI, FI","2019",,"       173","        12","         0",,"0.2","3.0","-2.5"
"FIE00146493","KITTILA KENTTAROVA, FI","2019",,"       154","        15","         0","659.2","-0.1","3.5","-3.7"
"FIE00144077","SULKAVA HALTTULA, FI","2019",,,,,"698.2",,,
"FIE00145042","ILOMANTSI POTSONVAARA, FI","2019",,,,,,,,
"FIE00144067","SAVONLINNA LAUKANSAARI, FI","2019",,,,,"683.0",,,
"FIE00146487","KITTILA LENTOASEMA, FI","2019",,"       136","        20","         0",,"-0.4","4.4","-5.2"
"NO000001026","TROMSO, NO","2019","      201","        85","         9","         0","1148.1","3.1","6.0","0.2"
"NOE00111040","TRONDHEIM VOLL, NO","2019",,"        42","        31","         0","968.1","6.0","9.4","2.7"
"NOE00134022","LEKSVIK MYRAN, NO","2019","      111",,,,"1497.3",,,
"FIE00145052","ILOMANTSI MEKRIJARVI, FI","2019",,,,,"546.5",,,
"FIE00145292","PYHAJARVI OJAKYLA, FI","2019",,"        83","        36","         0","679.4","3.0","7.5","-1.4"
"FIE00145177","TOHOLAMPI ORAVALA, FI","2019",,,,,"548.5",,,
"FIE00145297","PYHAJARVI HIIDENNIEMI, FI","2019",,,,,"658.6",,,
"FIE00146017","PUDASJARVI SARAKYLA, FI","2019",,,,,"709.9",,,
"FIE00146258","ROVANIEMI APUKKA, FI","2019",,"       109","        24","         0","533.5","0.7","5.4","-4.1"
"FIE00146378","SALLA KK MYLLYTIE, FI","2019",,"       134","        23","         0","645.6","-0.2","4.6","-4.9"
"FIE00146498","KITTILA KK, FI","2019",,"       131","        19","         0","594.0","0.0","4.5","-4.5"
"NO000050540","BERGEN FLORIDA, NO","2019","       15","         1","        38","         1","2346.7","9.2","12.3","6.0"
"NOE00110083","PRESTSTULEN, NO","2019","      168",,,,"574.4",,,
"NOE00134394","SAND I RYFYLKE II, NO","2019","       34",,,,"2359.2",,,
"NOE00134274","OSLO BLINDERN PLU, NO","2019",,,,,"1018.6",,,
"FIE00141805","JOMALA MAARIANHAMINAN LENTOASE, FI","2019",,"        23","        39","         0",,"7.2","10.7","3.7"
"FIE00141925","HANKO RUSSARO, FI","2019",,"        23","        23","         0",,"7.7","10.1","5.4"
"NOE00110047","BOVERDAL, NO","2019",,,,,"528.7",,,
"NOE00111138","SORLI, NO","2019",,,,,"803.1",,,
"NOE00110164","GEILO, NO","2019","      169",,,,"976.7",,,
"NOE00110173","GRIMELI I KRODSHERAD, NO","2019","      170",,,,"1048.4",,,
"FIE00141935","KAARINA YLTOINEN, FI","2019",,"        37","        64","         1","757.5","6.6","10.9","2.3"
"NOE00134142","OLSTAPPEN, NO","2019",,,,,"572.2",,,
"NOE00134382","OLTEDAL, NO","2019","       11",,,,"2045.8",,,
"NOE00111147","TUNNSJO, NO","2019","      170",,,,"939.1",,,
"NOE00133398","VEA, NO","2019","      161",,,,"951.3",,,
"NOE00111264","BONES I BARDU, NO","2019","      205",,,,"1059.1",,,
"NOE00133278","ATNDALEN RONNINGEN, NO","2019","      161",,,,"586.8",,,
"FIE00146042","TAIVALKOSKI INKEE, FI","2019",,,,,"735.3",,,
"FIE00146162","YLITORNIO MELTOSJARVI, FI","2019",,"       114","        29","         1","547.8","0.9","5.9","-4.1"
"FIE00146037","POSIO RAISTAKKA, FI","2019",,,,,"733.7",,,
"SWE00140960","NAIMAKKA, SW","2019",,,,,"480.9",,,
"NOE00110182","GULSVIK II, NO","2019",,,,,"1026.9",,,
"NOE00134490","NORDFJORDEID NYMARK, NO","2019","       55",,,,"1829.0",,,
"NOE00133162","BERLEVAG LUFTHAVN, NO","2019",,"        83","         7","         0",,"1.9","4.6","-0.7"
"SWE00140968","SAARIKOSKI D, SW","2019",,,,,"464.9",,,
"NOE00134250","HEDAL I VALDRES II, NO","2019","      170",,,,"1019.7",,,
"NOE00133386","AKRESTROMMEN, NO","2019","      148",,,,"575.6",,,
"NOE00133266","ELLEFSPLASS, NO","2019","      189",,,,"651.1",,,
"NOE00111237","SUSENDAL, NO","2019","      181",,,,"894.2",,,
"NOE00110020","BEITO, NO","2019","      158",,,,"886.7",,,
"NOE00134358","KARMOY HYDRO, NO","2019","        5",,,,"1738.6",,,
"NOE00110384","TUDDAL, NO","2019","      170",,,,"1016.8",,,
"NOE00111354","MAKKAUR FYR, NO","2019",,,,,,,,
"NOE00134598","SVELGEN II, NO","2019",,"         2","        38","         3","2345.1","8.9","12.1","5.6"
"NOE00133026","DOVLAND, NO","2019","      114",,,,"1814.0",,,
"NOE00134478","GJENGEDAL, NO","2019","       74",,,,"2297.8",,,
"NOE00134118","VENABU, NO","2019",,"       129","        16","         0","839.6","1.0","5.0","-3.1"
"FIE00146057","TAIVALKOSKI KK KAUPPATIE, FI","2019",,"       111","        25","         0","632.3","1.2","5.6","-3.3"
"NOE00109394","BARDUFOSS, NO","2019",,"       105","        21","         0","738.2","0.8","5.9","-4.3"
"NOE00110029","BIRI, NO","2019","      165",,,,"1073.0",,,
"NOE00100575","HALDEN, NO","2019","        0",,,,"1031.4",,,
"NOE00100574","BULKEN, NO","2019","       97","        30","        33","         0","1730.0","6.4","9.9","2.9"
"NOE00133150","MEHAMN LUFTHAVN, NO","2019",,,,,,,,
"NOE00111004","BESSAKER, NO","2019","       32",,,,"1124.5",,,
"NOE00133254","HEGGERISET NORDSTRAND, NO","2019","      168",,,,"742.1",,,
"NOE00134586","VEITASTROND, NO","2019","      176",,,,"1636.6",,,
"NOE00134226","FILEFJELL KYRKJESTOLANE, NO","2019",,"       110","        12","         0","639.6","0.7","5.2","-3.9"
"NOE00111120","OSTAS I HEGRA, NO","2019","      126",,,,"1333.3",,,
"NOE00133138","HONNINGSVAG LUFTHAVN, NO","2019",,"        68","         2","         0",,"2.8","4.8","0.7"
"NOE00133014","LANDVIK, NO","2019",,"         7","        47","         0","1957.3","8.5","12.5","4.5"
"NOE00110276","FOLDSAE, NO","2019","      158",,,,"1140.7",,,
"NOE00100570","MESTAD I ODDERNES, NO","2019","       52",,,,"2184.4",,,
"FIE00146182","KOLARI KATTILAMAA, FI","2019",,,,,"630.6",,,
"FIE00146067","KUUSAMO KIUTAKONGAS, FI","2019",,"       123","        25","         0","661.5","0.4","4.9","-4.2"
"FIE00146187","PELLO KK MUSEOTIE, FI","2019",,"       114","        28","         1","508.7","1.1","5.6","-3.5"
"NOE00134350","HAUGESUND LUFTHAVN, NO","2019",,"         0","        15","         0",,"8.8","11.6","6.0"
"FIE00142816","HAMEENLINNA PIRTTIKOSKI, FI","2019",,,,,"690.4",,,
"NOE00133122","HAMMERFEST LUFTHAVN, NO","2019",,"        89","         6","         0","903.4","2.2","4.7","-0.3"
"NOE00134574","OVRE ARDAL, NO","2019",,,,,"744.1",,,
"NOE00110366","RAULAND, NO","2019","      171",,,,"1014.8",,,
"NOE00133002","NELAUG, NO","2019","       88","        30","        51","         0","1781.6","7.3","11.3","3.3"
"NOE00134454","FURENESET, NO","2019",,"         1","        20","         1","2008.1","8.2","11.5","4.9"
"NOE00111336","KAUTOKEINO, NO","2019","      198","       153","        13","         0","459.9","-2.1","2.8","-6.9"
"NOE00133362","VALDALEN, NO","2019","      198",,,,"905.4",,,
"NOE00133242","LINNES, NO","2019",,,,,"901.6",,,
"NOE00134694","ANGARDSVATNET, NO","2019","      205",,,,"795.6",,,
"NOE00110240","HEDRUM, NO","2019",,,,,"1354.2",,,
"NOE00134334","KARMOY BREKKEVANN, NO","2019","       15",,,,"1815.1",,,
"NOE00111210","OKSNINGOY, NO","2019","       62",,,,"1617.3",,,
"NOE00134214","LOKEN I VOLBU, NO","2019",,"        80","        28","         0",,"3.8","8.3","-0.7"
"NOE00110128","VANG I VALDRES, NO","2019","      108",,,,"718.5",,,
"NOE00110249","LARVIK, NO","2019",,,,,"1293.0",,,
"NOE00111219","STEIGEN, NO","2019","       88",,,,"1245.8",,,
"SWE00140932","KATKESUANDO, SW","2019",,,,,"574.7",,,
"FIE00141855","JOMALA JOMALABY, FI","2019",,"        28","        39","         0","807.6","7.2","10.7","3.7"
"FIE00143917","JOUTSA PARNAMAKI, FI","2019",,,,,"651.6",,,
"FIE00142706","PIRKKALA TAMPERE PIRKKALAN LEN, FI","2019",,"        58","        50","         0",,"5.4","9.4","1.5"
"NOE00134442","BORGUND LO, NO","2019",,,,,"593.1",,,
"NOE00111102","NAMSSKOGAN, NO","2019",,"        67","        40","         4","1389.1","4.1","8.3","-0.2"
